content,그 중앙도서관 2~3층이 법학관이여?
comment,난 드디어 연락왔어ㅎㅎㅎ^^ 힘내자!ㅠㅜㅠ🥺,11/07 00:03
comment,삭제된 댓글입니다.,
comment,하라하ㅏ하하하하하 이제 해탈할것같앙,11/06 22:09
content,과제 늦게 제출하게 되어서 메일에 뭐라도 써야할것같은데 뭐라고 써야해?무슨수업듣는 누구누구다 제출일 착각해서 늦게 제출하게 되었다. 여기까지 썼는데 어떻게 써야할지 하나도 모르겠네..
comment,뭐 대충 그 후에 죄송하다 앞으로는 이런 일 없이 더 열심히 수업 참여하겠다 이런식으로 쓰면 되지 않을까,11/06 22:46
comment,ㄱㅅㄱㅅ!,11/06 22:54
content,우리 종강할 때쯤 여기 21학번한테 넘겨줘야하나?.........
comment,학점 들채우고 유급당하면 다시 새내기자너~,11/06 22:13
comment,안넘겨줄테야,11/07 01:11
content,사개론 ㅇㅁㅈ 교수님 9주차 2강 출석처리 됐나요?
comment,저 9주차 2강부터 쭉 미처리 상태예요!,11/06 22:38
comment,ㄴㄷㄴㄷ,11/07 00:58
comment,감사합니당!,11/07 17:30
content,공교 ㅈ같다ㅋㅋㅋㅋ 후... 세미나 두개남았는데 ㅋㅋㅋㅅㅂ 정신나갈거같애 ㅋㅋ
comment,후훗 난 이제 하나 남음 이것만 끝나면,11/06 23:34
comment,ㅇㅇㅁㅈ,11/07 02:27
comment,"ㅇㅈ,, 두개 언제 다함?",11/07 13:20
content,컴사 이명숙 교수님 스크래치 과제 그냥 사이트에서 파일이 열리기만 하면 되죠..? 저장이 한글 파일로 됐는데 (아이콘도 하늘색 한글 아이콘으로 저장됐어요) 사이트에서 열리기만 하면 상관없겠죠ㅠ
comment,네네 그렇게 연결?시켜서 열리는거 맞아요! 파일아이콘은 빈 문서모양처럼 저장되더라구여,11/07 00:02
comment,걱정했었는데 다행이네요 ㅠ 너무너무 감사해요😍😍,11/07 10:07
content,경영학원론 9.10주차 녹화본 있는 사람... 깊티..줄게
comment,교수님 누구?,11/07 06:58
comment,조현출교수님..,11/07 06:59
content,오늘 교수님께 메일 보내는 거 실례야...?ㅠㅠ
comment,나 보냈음... 어쩔수가 없어서ㅠㅠ,11/07 15:10
content,"💙 안녕하세요, 다문화사회의 삶 과제를 위해 다문화 관련 유투브 영상에 관한 설문조사를 하려 합니다!! 💙조금만 시간을 내어 참여주시길 간곡하게 부탁드립니다 ! 🙏🙏제발 부탁드려요... 😢😢https://docs.google.com/forms/d/e/1FAIpQLScrbzKwaTc0QvsHAWINIPANZ2u1L-H0nH4v3I5HP0QPy1v_sg/viewform?vc=0&c=0&w=1&flr=0 귀중한 시간 내어 참여해주셔셔 감사합니다 !  👍👍👍"
content,교수님 미워 빵꾸똥꾸야
content,바환2 ㅇㅂㅅ교수님 시험 다들 준비 잘 되는 중?
comment,아니 망삘...,11/05 21:51
comment,너두? 야 나두,11/05 23:24
comment,너무많고...... 다 영어고....,11/05 23:30
comment,하 망했다 너무많다,11/08 23:56
comment,야구보는 중인데,11/05 22:05
comment,아니~,11/05 22:26
comment,시작도 안 함,11/05 23:02
comment,벼락치기하기엔 양이....ㅜㅜㅜ,11/05 23:24
comment,3일의 기적 갑니다,11/05 23:25
comment,익5 완전 멋있어!!!,11/05 23:26
comment,주말부터시작,11/05 23:22
comment,쌉가능?,11/05 23:24
comment,나도 주말부터,11/05 23:26
comment,피피티에 당연한소리가 많아서 뭐 외울지 헷갈림ㅡㅡ,11/06 10:40
comment,십팔 지금까지 놀았다,11/07 16:03
comment,아직 안 늦었어!,11/07 16:10
comment,시작했냐 할만해?,11/07 17:09
comment,할거 겁나 많음,11/07 17:09
comment,조졌다 ㅋ 하루의기적 보여준다,11/07 18:56
comment,오늘시작은 너무 액시던트인가,11/09 00:01
comment,ㅋㅋㅋㅋ나 지금시작,11/09 00:42
content,나 내년엔 서울 올라갈거니깐내년에 자주 만나자 얘들앙 특히 재수생새내기들! 내년엔 우리가 새내기가 아니긴 하겠지만ㅠ
comment,너도 투애니원 20학번임?,11/05 23:32
comment,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ투애니원 맞음~,11/05 23:36
comment,나도..미개봉중고인생 화이팅....,11/05 23:36
comment,와 군대!,11/06 07:44
content,사개론 ㅇㅁㅈ 이번과제에 중간고사포함이 무슨 뜻이야???
comment,삭제된 댓글입니다.,
comment,ㅇㅎㅇㅎ 고마워,11/06 00:39
comment,윗댓 모라구 했어..? 나도 궁금해ㅠ,11/06 00:44
comment,앗 중간고사를 2차과제로 포함시켜 말해서 이번과제가 3차과제래,11/06 00:45
comment,헉 고마어🖤🖤,11/06 00:46
comment,"혹시 금요일 강의 퀴즈 있는지 물어봐두 될까,,?",11/06 00:59
comment,앗..아직 안봤어..,11/06 01:34
comment,과제란에 과제 없던데 근데,11/06 02:16
comment,생김 !!,11/06 02:20
comment,9주차 다 출석 체크됐어??나만 1강만 출석인가,11/06 02:40
content,형총 폰트크기랑 줄간격 다들 몇으로해?
comment,160 11,11/06 02:21
comment,11로 해도 되겠지? 지금 지워졌는지는 모르겠는데 그 교수님 10포인트가 정석이라고 하신 분이 계셔서 뭔가 찜찜하다..,11/06 03:50
comment,아 진짜????,11/06 03:56
comment,10포인트 + 줄간격 180이라고 한거같았어ㅠㅠ 근데 또 모르겠다 그냥 하신 소리일지...,11/06 04:10
comment,나 170 10 ㅠ,11/06 04:41
comment,그렇게 하는 이유있어 혹시? ㅠㅠㅠ..,11/06 06:51
comment,160 에 10하다가 너무 양이 안나오는 거 같아서 ... 160에 11로 할까 고민둥이야...,11/06 09:17
content,다들 기전입 중간고사 잘 했니..마지막문제 막히네 끙
comment,저는 5번부터 막혔는데요 ㅠㅠ,11/06 03:43
comment,저도 어려운데요ㅠㅠ 쉽다는 분들 뭐지ㅠㅠㅠ,11/06 03:46
comment,저도 어려운데요ㅜㅠ언제 다하죠 이거,11/06 04:06
comment,마지막문제 해결하는데 4시간 걸렸다 ㅜㅜ,11/06 07:43
comment,마지막 문제 5시간쨰 고민중,11/06 21:02
comment,이거 어려우면 과제 솔루션 복붙한건데,11/07 16:44
content,오늘 나삶나비 ㅇㅈㅇ 교수님 수업없죠?
comment,ㅇㅇ,11/06 11:13
content,하 시발 이제라도 드랍못하나 미리 드랍안한 내가 너무 원망스럽다
comment,삭제된 댓글입니다.,
comment,다짐했다 자체드랍치고 다음학기에 들을래,11/06 10:07
comment,다른 교수로,11/06 10:07
comment,다른교수로 들을 수가 잇어??,11/06 12:53
content,eas2 s3 ㅈㅇㄷㅁ 화금 오늘도 캠이랑 마이크켜야해요?
content,나비 ㅅㅌㅇ 교수님 3주차 출석 체크 아직 안 하신거지..?
content,ㅂㅂㅇ 교수님 출첵 하셨나요?
comment,보강 수업때는 저도 늦게 들어가서 모르겠는데 10시반 수업 시작할때는 출첵 안하셨어요!,11/06 11:09
comment,지금은 9시 보강 때 시간 안되셨던 분들 피드백 하고 계신 것 같은데 이렇게 시간이 오래 걸릴 줄 몰랐어요ㅋㅋㅋ큐ㅠㅍ 다른 거 하고 왔는데 그사이 출석 부르신 줄 알았네요ㅠㅠㅜ 감사합니다!😊,11/06 11:11
content,혹시 존역세 심인보 교수님 오늘 수업 시작하고 30분동안 무슨 말씀하셨는지 아시나요..? ㅠㅠ 혹시 계획난 과제 추가 설명하셨는지해서요..!
content,"이번 실용글쓰기 과제로 ‘신입생 학교 적응 프로그램’ 기획을 맡고 있어서 20학번 학우분들의 설문조사가 필요합니다😔시간 괜찮으실 때, 설문조사 한 번씩만 해주시면 정말 감사하겠습니다🧡좋은 하루 보내세요😄😄https://docs.google.com/forms/d/1GETLUraVdm1a5gNvfRcnoR6T6yYF45y8UMtJwf7Asow/"
comment,실글 팟팅하쎄용 참여햇어요~,11/06 15:18
comment,감사합니다!!!,11/06 15:27
comment,참여했어용,11/06 15:53
content,난 정말 열심히 했는데 교수님이 이 점수는 공부 안한 점수래... 아닌데ㅠㅠ
comment,ㄹㅇ 공부 열심히 한건데.. 억울해요 교수님.. 교수님이 절 가르치시는데에 실패하셨어요,11/06 14:19
content,1학기때 글쓰기 ㄱㅈㅇ 교수님 수업 A+받으셨던 분들 최종 점수 몇점이셨나요..??
content,경개론 ㄱㄱㄷ 교수님 수업 듣는 사람?
comment,미,11/06 17:19
comment,"혹시 수업 열심히 들었니,,?",11/06 17:41
comment,아니...왜..?,11/06 18:00
content,서울에서 롱패딩 필수야??
comment,ㄴ,11/06 13:51
comment,필수는 아닌데 나중에 살기위해서 찾게 된다고 할까요?ㅋㅋㅋㅋ 있으면 좋아요,11/06 13:52
comment,개더워,11/06 14:17
comment,ㄴ 패딩입을 정도는 아니던데..,11/06 14:54
comment,더워 지금은,11/06 15:51
comment,ㅇㅇ 안입으면 잡혀가,11/06 16:13
content,하 ㅅㅂ 종강 언제해.....
comment,종강을 위해서는 기말을 거쳐야하지,11/06 14:23
comment,잊지말고 기억하자 1214,11/06 14:43
comment,야 근데 너네 종강하면 이제 헌내기다 ㅋㅋㅋ,11/07 00:28
comment,어쩔 어쩔요 지금도 새내기 취급 못받는데요,11/07 00:29
content,하 썰풀때 멍때리다가 해석받아적을때는 준내 빨리지나가서 급하게 적는다 막 놓치고 정신나가아아ㅏㅏ
content,오늘 역대급으로 졸리다
comment,ㅇㅈ..,11/06 15:11
comment,잠온다.,11/06 15:13
comment,이러고 수업 다 끝나면 말짱해지겠지.....,11/06 15:15
comment,오늘따라 하늘이 유난히 우중충해....,11/06 18:53
content,나 너무 무기력해 썅
content,저한테 학생회관 위치를 물으셔도... 저는 정문도 어디에 있는지 모른단 말이에요...
content,일화 점수 딱 평균이고 절반이다.. 하.. a+은 망한건가?
content,롱패딩 브랜드 진짜 무난하고 많이 입는 걸루 추천 좀!!!
comment,디스커버리 아디다스 휠라 나이키 네셔널지오그래픽 노스페이스,11/05 16:26
content,프밍 지금 중간고사라고 과제 제출란에 올라온 거 뭐야?
comment,나도 갑자기 당황,11/05 16:32
comment,메일 보내봤는데 다른 과목을 잘못올리셨다고 하네요,11/05 16:57
comment,감사합니다!,11/05 19:34
content,ㄱㅅㄷ 교수님 명상일지 저번주에 설명하실 때 갑자기 소리 안 들려서 못 들었는데 이거 매주 명상 들려주시는 거 듣고 일지 쓰면 되는 건가요..? 알려주세요ㅠㅜ
content,2400! 2400! 2400! 2400! 2400! 2400! 2400!
comment,2000/90,11/05 16:39
comment,랄로??,11/06 04:50
comment,김해에 사는 슬픈 눈을 가진 청년을 아시나요?,11/07 13:15
content,오늘 숏패딩 어뗘?
comment,숏패딩 나 일주일 전부터,11/05 16:46
comment,오날 낮에 입었는데 더워서 밤에 나갈때는 괜찮겠지,11/05 16:53
comment,ㅇㅇ 개추워,11/05 16:54
content,미적분 진짜 너ㅜ 어렵다
comment,어디가 어려웡,11/05 16:48
content,반도체와 현대문명2 ㄱㅅㅇ 교수님오늘 수업 전반부에 어떤 내용 있었는지 알려주실 천사님 계신가요😢웹엑스 연결이 안돼서 늦게 접속해가지구...강의자료 설명하시는 부분부터는 들었는데전에 무슨 내용 수업하셨는지 못들어서요 ㅠㅠ
content,카투사 떨어졌네 씨발
comment,님 병무청 앱 들가서확인함?? 탈락이라고 나와요?,11/05 17:08
comment,전 병무청 홈페이지에서 확인했고 최종불합격이라 써져있어요,11/05 17:11
comment,킹경 도전!,11/05 17:08
comment,아니면 몸 정밀검사해서 공익 받아보는건 어때,11/05 17:11
comment,1급이라 아무리 비벼봐도 불가능ㅋㅋㅋ,11/05 17:16
comment,야 같이 술이나 마시자,11/05 17:10
comment,하 너도...?ㅋㅋㅋ큐ㅠㅠㅠㅠ,11/05 17:17
comment,하.. 나도떨어짐 ㅅㅂㅋㅋ,11/05 17:12
comment,하 우리 같이 의경이라도 알아보자...,11/05 17:17
comment,마 옛날처럼 점수높다고 가는것도 아니고 그냥 추첨인걸 어쩌겠냐 ㅋㅋ,11/05 20:43
comment,그냥 육군 최전방만 아니면 개꿀인거같은데 의경이제 서울이면 상꺾까지 막내못받고 시위조뺑이 엄청친다고 하더라고,11/06 12:11
content,경영통계 ㄱㅅㄱ교수님 과제 없던거 맞지?
comment,ㅇㅇ,11/05 17:34
content,진짜 공교 ㅈ같다 ㅋㅋㅋㅋ 왜 이딴걸 만든거지??전공은 꿀잼인데야발ㄹ
comment,내말이,11/05 17:26
content,나만 확통 시간 부족했나 봐
comment,나도 아슬하게 제출..,11/05 17:32
comment,나도 모자랐어,11/05 17:32
content,전전 중에 애니보는애 없냐 후...
comment,나,11/05 18:34
comment,전전은 아닌데...공대야,11/05 18:37
comment,아 애니 아시는구나~,11/06 14:17
comment,뭐봄?,11/08 22:22
comment,이세카이 물 봅니다,11/08 22:22
comment,난 두뇌게임하는류? 보는데 이세카이물은 본적 없다..진격거도 이세카이야?,11/08 22:26
content,영문단톡얘기는 머임
comment,어떤애가 사담방에 나랑 술쳐먹을 코발ㄹ들구함 이딴식으로 쓰고 삭제하고 친구가장난쳤다고함,11/05 18:12
comment,그거 영문이었어? ㄷㄷ,11/05 18:39
comment,난 영문 아싸라 몰랐네,11/05 18:42
content,"지금 경영통계, 5분 정도 지각했는데, 괜찮겠지?"
content,기본권론 ㅂㅅㅇ 교수님 출석체크 4주차까지 안 되어있고 5주차에 2강도 안 되어있는데 다들 되어있니..?
comment,삭제된 댓글입니다.,
comment,아 다들 그런가보네.. 나만 그런 줄 알았어ㅜㅜ,11/05 19:15
content,나만 겨울에 따뜻한데 들어가면 막 땀 나냐  ㅠ 스트레스
comment,난 얼굴도 붉어짐,11/05 18:34
comment,귀엽겠네,11/05 18:35
comment,나 지하철 들어가니가 더워 .. 패딩 괜히 입었나봐 하 미치겠네,11/05 18:35
comment,패딩에 지하철은 덥지..,11/05 18:40
comment,나네,11/05 21:15
comment,이마에 땀 나거 미치겠어,11/06 13:56
content,도서리뷰 어케써요?
content,자명진짜 너무함..
comment,삭제된 댓글입니다.,
comment,웅 ㅠㅠ,11/05 11:33
comment,ㅇㅈㅇㅈㅇㅈㅇㅈ,11/05 11:33
content,설문조사 부탁드립니다😊http://naver.me/GrARUtRO실용글쓰기 기획서 작성에 활용할 설문조사입니다!교내흡연구역의 문제점을 해결을 위해 많은 참여부탁드려요.
comment,혹시 김지오 교수님 수업 들으시나요?ㅠㅠ,11/05 11:54
comment,아니용,11/05 17:02
comment,작성하였습니다. 다소 길게 썼는데 읽기 힘드실듯해서 죄송합니다. 조금이라도 도움이 되어 동국대의 아름다운 흡연문화 조성에 이바지 해주시기 바랍니다.,11/06 11:37
comment,설문조사 응해주셔서 정말 감사합니다! 아름아운 흡연 문화 조성을 위해 노력하겠습니다!,11/06 11:55
content,자명 워크북 꿀팁 녹강 들어가서 채팅 기록 보고 그 채팅 올라온 시간 클릭하면 교수님이 질문한 강의 부분 찾을 수 있음
comment,채팅기록 어케봐요...,11/05 11:37
content,나만 저번 학기에 비해 이번 학기 진짜 힘든가?뭔가 과제를 할 의지도 적은 것 같구... 21학점 채워 들은 것두 진짜 후회 중이구.... 시험도 망쳤고 학점 기대되지도 않고ㅜㅜㅜㅜㅜㅜㅜㅜ 진짜 나 자신에게 너무 실망하고 또 실망하게 되는 학기... ㅜㅜㅜ
comment,"힘이 빠져서 그럴 거야..그리고 저번학기는 특히 또 처음1학기 더 의지가 있었을 거 같구.. 19학번이라ㅜ학교 조금 더 다닌 나도 온라인으로만 하니까 축축 쳐지네..ㅎㅎ 놀 수 있을 때 제대로 놀지도 못했잖아ㅜㅜ 절평이니까 너무 걱정하지말구, 마음을 좀 편하게 먹고 쉬기도 잘 쉬었으면 좋겠다.. 새내기게 처음에 이게 뜨는 거 보고 안들어올 수가 없었다.. 힘내고 조금만 더 버티자!",11/05 11:39
comment,진짜 급우울해져서 에타에 글 써봤는데 이렇게 따뜻한 위로 받을 줄 몰랐어요.. ㅜㅜ 정말 1학기 땐 첫학기니까 나름 의지도 있고 했는데 지금은 제가 대학생인지 뭔지도 모르겠구ㅜㅜ ... 대학교에 워낙 기대를 많이 하고 와서 그런지 더 축축 쳐져요.. 절평이니까 일단 끝까지 최선을 다 하구 열심히 힘내볼게요 감사해요!,11/05 11:44
